C:\Users\brown\Desktop\eval_feedback_data\Jake\permissible_driving\lane_change_left(10min)\IMG\center(theta=-1)_2018_03_21_19_42_01_458.jpg,null,null,-2.774132e-002,0,1,0,15.04589,151.88140000000001,1.6799569999999999,139.31180000000001,0.90167419999999998,-1.4811059999999999e-002,-0.43209789999999998,-7.4644830000000001e-003
C:\Users\brown\Desktop\eval_feedback_data\Jake\permissible_driving\lane_change_left(10min)\IMG\center(theta=-1)_2018_03_21_19_42_01_524.jpg,null,null,-2.774132e-002,0,1,0,15.39822,151.55860000000001,1.679956,139.5643,0.90090700000000001,-1.480836e-002,-0.4336951,-7.4817759999999999e-003
C:\Users\brown\Desktop\eval_feedback_data\Jake\permissible_driving\lane_change_left(10min)\IMG\center(theta=-1)_2018_03_21_19_42_01_594.jpg,null,null,-2.7527699999999999e-002,0,1,0,15.39784,151.1283,1.6799550000000001,139.89779999999999,0.89984330000000001,-1.479307e-002,-0.43589800000000001,-7.5113239999999998e-003
C:\Users\brown\Desktop\eval_feedback_data\Jake\permissible_driving\lane_change_left(10min)\IMG\center(theta=-1)_2018_03_21_19_42_01_664.jpg,null,null,-2.749718e-002,0,1,0,15.046390000000001,150.8058,1.6799550000000001,140.1456,0.89901600000000004,-1.4773059999999999e-002,-0.43760149999999998,-7.5384750000000002e-003
C:\Users\brown\Desktop\eval_feedback_data\Jake\permissible_driving\lane_change_left(10min)\IMG\center(theta=-1)_2018_03_21_19_42_01_735.jpg,null,null,-2.749718e-002,0,1,0,15.04683,150.37270000000001,1.679953,140.47550000000001,0.89794779999999996,-1.475395e-002,-0.4397895,-7.5762829999999996e-003
C:\Users\brown\Desktop\eval_feedback_data\Jake\permissible_driving\lane_change_left(10min)\IMG\center(theta=-1)_2018_03_21_19_42_01_805.jpg,null,null,-2.749718e-002,0,1,0,15.39697,150.04560000000001,1.6799519999999999,140.72239999999999,0.89717250000000004,-1.474512e-002,-0.4413687,-7.6057989999999999e-003
C:\Users\brown\Desktop\eval_feedback_data\Jake\permissible_driving\lane_change_left(10min)\IMG\center(theta=-1)_2018_03_21_19_42_01_876.jpg,null,null,-2.749718e-002,0,1,0,15.39658,149.6097,1.679951,141.04859999999999,0.89609660000000002,-1.472175e-002,-0.44354880000000002,-7.6513090000000002e-003
C:\Users\brown\Desktop\eval_feedback_data\Jake\permissible_driving\lane_change_left(10min)\IMG\center(theta=-1)_2018_03_21_19_42_01_945.jpg,null,null,-2.749718e-002,0,1,0,15.04772,149.28299999999999,1.6799500000000001,141.29089999999999,0.89525750000000004,-1.4695450000000001e-002,-0.44524049999999998,-7.69069e-003
C:\Users\brown\Desktop\eval_feedback_data\Jake\permissible_driving\lane_change_left(10min)\IMG\center(theta=-1)_2018_03_21_19_42_02_014.jpg,null,null,-2.8199100000000001e-002,0,1,0,15.048080000000001,148.84440000000001,1.6799500000000001,141.61330000000001,0.89416960000000001,-1.466781e-002,-0.44742100000000001,-7.7442600000000002e-003
C:\Users\brown\Desktop\eval_feedback_data\Jake\permissible_driving\lane_change_left(10min)\IMG\center(theta=-2)_2018_03_21_19_42_02_080.jpg,null,null,-3.2074949999999998e-002,0,1,0,15.3965,148.51300000000001,1.6799569999999999,141.8545,0.89335469999999995,-1.467006e-002,-0.44904569999999999,-7.7566650000000003e-003
C:\Users\brown\Desktop\eval_feedback_data\Jake\permissible_driving\lane_change_left(10min)\IMG\center(theta=-2)_2018_03_21_19_42_02_159.jpg,null,null,-4.1566209999999999e-002,0,1,0,15.397539999999999,148.07089999999999,1.679961,142.1721,0.89209119999999997,-1.4664979999999999e-002,-0.45155070000000003,-7.7681759999999999e-003
C:\Users\brown\Desktop\eval_feedback_data\Jake\permissible_driving\lane_change_left(10min)\IMG\center(theta=-3)_2018_03_21_19_42_02_228.jpg,null,null,-5.1637309999999999e-002,0,1,0,15.044309999999999,147.73869999999999,1.679962,142.4068,0.89092309999999997,-1.4643929999999999e-002,-0.453851,-7.7965730000000002e-003
C:\Users\brown\Desktop\eval_feedback_data\Jake\permissible_driving\lane_change_left(10min)\IMG\center(theta=-3)_2018_03_21_19_42_02_296.jpg,null,null,-6.7201759999999999e-002,0,1,0,15.04247,147.29060000000001,1.679961,142.7159,0.88900319999999999,-1.460877e-002,-0.45760040000000002,-7.8624720000000006e-003
